ID,OriginalAmount,TermYears,Collateral_valuation,CurrentInstallment,Rate,PD,LGD
2981,217306,18,137749,165,11.90%,3.10%,67.8%
12534,3301191,31,406585,29,2.70%,73.98%,54.0%
25223,3178776,35,1669699,253,9.10%,90.65%,95.0%
22211,1133913,23,1058503,19,6.80%,80.46%,44.7%
1691,174699,12,102809,23,8.50%,16.63%,25.8%
19107,797962,47,751836,403,5.10%,57.11%,90.0%
2832,714131,47,133978,65,8.30%,13.87%,83.6%
10833,381197,23,348519,246,8.70%,26.12%,57.4%
21310,683590,11,949158,25,3.90%,0.06%,93.1%
15118,1630612,35,513415,160,6.90%,24.25%,75.2%
15029,914596,22,508891,36,12.70%,17.97%,61.4%
22397,1904727,12,1080749,106,8.90%,0.00%,93.4%
15208,693896,12,516683,3,7.80%,14.67%,6.7%
14879,706716,48,501978,215,11.20%,33.41%,39.6%
16197,1073459,48,565322,129,6.80%,1.94%,39.9%
11354,1084896,23,365989,261,5.80%,64.99%,24.8%
22655,2474322,36,1114934,318,10.00%,14.24%,53.3%
12170,828377,23,393137,72,12.80%,12.82%,69.4%
26712,1683776,46,2387852,532,5.50%,18.73%,61.1%
505,345377,24,56809,63,6.60%,49.13%,32.7%
22176,810279,35,1053978,317,9.20%,20.83%,21.6%
21934,1507945,35,1023060,274,2.70%,23.40%,40.3%
16004,1186322,45,555268,463,6.60%,61.08%,7.3%
18553,1213344,33,708727,64,8.30%,8.43%,75.0%
19333,637842,12,769306,136,12.30%,0.91%,52.8%
26115,2518563,36,2042978,270,8.80%,28.13%,65.8%
5382,216049,11,198579,102,4.70%,55.90%,68.6%
3512,217055,17,151448,44,4.00%,0.30%,20.2%
27636,4731716,48,3317907,434,4.00%,0.00%,26.5%
16015,617104,35,556022,60,7.00%,45.88%,43.3%
23974,1137432,24,1348831,37,9.30%,5.07%,56.1%
3632,420787,12,154716,81,10.90%,1.39%,48.3%
22525,2035186,23,1098219,269,3.30%,8.83%,65.6%
1596,189656,22,99918,215,10.70%,27.43%,52.9%
12,234399,22,6913,218,5.70%,54.06%,44.7%
19889,942874,36,814803,254,2.90%,10.43%,58.8%
19432,1039650,48,776596,137,4.70%,5.80%,46.4%
7225,366995,24,244956,133,2.90%,5.87%,67.6%
15497,520579,22,530005,42,11.00%,63.10%,39.1%
27603,3606098,24,3260596,74,9.40%,10.79%,11.8%
22874,2354295,34,1151885,204,3.70%,9.62%,66.6%
25323,1671082,47,1700995,7,12.90%,20.91%,68.0%
5082,741027,21,190536,132,4.50%,0.15%,68.8%
16919,929929,11,607552,6,9.40%,8.27%,70.0%
2339,388109,21,120656,191,11.90%,6.04%,33.8%
17266,1006093,35,627158,278,10.40%,6.08%,50.1%
19479,604284,22,781874,94,10.60%,32.79%,64.6%
11852,590710,22,382202,122,5.40%,99.53%,37.2%
13300,552754,34,435366,55,4.10%,17.00%,72.1%
10504,595738,22,337082,45,7.20%,0.64%,52.9%
1944,204989,24,109721,130,9.40%,12.10%,82.2%
27674,3105503,41,3417071,230,3.60%,4.06%,71.9%
11885,444667,35,382956,102,5.80%,0.78%,35.5%
10075,431344,31,322126,190,8.10%,0.87%,69.5%
20777,1114180,11,893104,70,7.60%,60.83%,59.3%
12141,736251,34,392005,224,6.90%,38.11%,23.6%
1503,152705,12,95896,116,3.20%,0.17%,78.1%
11983,358699,24,385847,132,4.90%,19.96%,49.9%
21141,921885,22,932945,145,2.70%,0.03%,64.9%
16250,730721,11,568213,31,10.40%,9.36%,24.8%
25502,1798273,31,1769617,40,9.50%,16.48%,29.0%
8599,321749,11,281530,131,11.60%,18.01%,60.1%
8263,305033,23,271350,79,8.20%,11.58%,61.0%
21289,2311940,23,945891,152,12.40%,48.97%,13.5%
27179,3287492,12,2750448,13,12.60%,22.29%,24.1%
19653,789290,22,793186,140,10.60%,45.33%,39.9%
5157,231257,22,192546,156,4.30%,6.22%,10.1%
6718,237792,11,230251,8,7.50%,21.34%,56.7%
19753,830137,23,801732,127,10.70%,0.00%,43.0%
9216,420787,20,299377,13,5.70%,6.38%,40.1%
22443,1527678,48,1087661,447,10.80%,19.38%,63.6%
19174,1672339,47,757492,32,12.70%,52.65%,44.6%
20045,727077,23,827749,162,11.90%,39.15%,45.0%
10014,260415,12,319612,99,8.80%,45.40%,80.4%
8852,515301,23,288820,107,9.50%,12.68%,18.7%
3294,658831,21,146169,137,6.90%,38.32%,39.1%
14046,485514,36,465907,419,10.40%,44.99%,70.9%
22947,2009169,35,1164077,259,4.80%,16.47%,42.9%
17455,462137,11,640104,129,2.40%,23.60%,79.3%
16029,730973,22,556902,18,8.80%,1.22%,70.4%
5176,248601,23,192923,125,5.60%,47.29%,35.6%
8658,576005,23,283541,62,8.70%,0.14%,25.0%
1110,566328,23,82825,150,7.80%,0.79%,57.9%
8177,595361,47,269339,40,5.40%,0.11%,53.8%
10141,458115,17,324514,148,10.40%,7.67%,41.1%
25524,1977623,12,1780175,123,9.60%,61.61%,69.3%
15788,511153,21,544710,34,5.40%,55.27%,34.5%
5510,226481,21,201093,46,8.00%,1.28%,59.7%
20342,1588131,12,852508,97,7.40%,52.22%,38.3%
16692,991388,23,593350,29,3.00%,58.13%,86.1%
23095,1219503,23,1190093,211,7.20%,22.13%,69.4%
18451,684721,23,702191,125,4.10%,77.28%,77.1%
11906,613459,21,383836,18,2.80%,74.06%,56.3%
26976,3400984,21,2580273,181,7.10%,2.16%,11.1%
12918,444667,46,420787,445,12.90%,0.09%,77.0%
25251,1657131,35,1678623,92,3.90%,0.22%,78.5%
9836,255137,12,314710,109,5.30%,13.23%,37.3%
23700,3161557,32,1295667,67,6.20%,0.01%,23.1%
24757,1952109,23,1539743,115,3.10%,21.29%,37.3%
8505,265694,11,278639,25,3.90%,1.19%,60.9%
2762,473574,11,131967,79,12.60%,14.33%,74.1%
12625,397284,24,410230,234,12.30%,14.28%,36.9%
1225,485514,11,86470,129,3.60%,0.01%,32.9%
739,499339,22,68246,261,4.90%,19.14%,15.1%
28252,4950781,44,5503913,496,6.00%,0.45%,15.5%
13807,649279,12,455727,136,5.10%,0.61%,57.3%
24505,1871169,45,1468732,461,9.20%,0.78%,47.4%
5729,313202,47,206372,473,9.80%,27.54%,36.0%
26714,2741525,22,2388607,130,3.00%,13.96%,56.8%
21816,2236404,24,1006093,77,12.80%,65.49%,66.0%
24855,1482934,32,1565760,37,2.40%,44.75%,27.8%
27198,2040716,12,2767164,102,4.40%,10.96%,89.8%
24643,1204923,34,1507694,336,8.10%,35.91%,51.5%
14016,869098,29,464273,314,3.10%,3.47%,36.3%
942,154087,23,76792,89,7.90%,0.00%,87.7%
14778,653049,11,497956,2,4.00%,76.44%,55.2%
28151,6974530,21,4819066,7,5.60%,32.38%,58.9%
859,250109,35,72645,83,8.10%,36.85%,74.4%
25898,2527612,47,1930115,280,2.00%,88.80%,8.1%
15,181612,12,7667,64,9.50%,84.04%,42.8%
2958,440268,24,136869,249,2.40%,15.12%,40.9%
8717,434863,13,284672,155,10.40%,97.87%,5.2%
27507,2770306,47,3124230,210,4.80%,4.54%,33.9%
9654,630426,19,310311,128,11.00%,4.74%,49.7%
11535,505874,13,372399,5,9.40%,5.40%,9.7%
19631,769180,22,792055,44,2.40%,47.44%,6.1%
9529,512158,22,307421,161,6.20%,3.37%,49.0%
19695,1502164,23,796831,230,6.60%,29.97%,58.7%
5832,660464,35,209137,271,2.40%,15.26%,43.7%
28234,4156590,15,5333235,82,9.20%,1.98%,44.2%
15659,423301,23,537798,128,7.20%,19.83%,89.1%
20809,2243694,23,898005,133,2.80%,5.94%,57.7%
4468,264689,22,176710,257,11.50%,6.01%,40.9%
10629,457109,33,341984,302,10.90%,5.06%,31.1%
15728,515175,23,541066,240,6.30%,79.05%,53.3%
27029,2008667,24,2607923,64,2.70%,24.14%,60.3%
15286,396907,22,520705,254,4.10%,76.88%,52.4%
22364,1348705,20,1075470,89,12.50%,1.13%,54.9%
20408,2285546,13,859798,148,2.70%,62.07%,55.3%
12917,666497,22,420787,123,3.50%,31.08%,71.2%
11969,611071,13,385470,45,9.70%,23.54%,41.4%
7692,474328,11,256645,125,8.90%,79.88%,78.5%
16416,2938721,11,578016,45,2.50%,5.16%,32.5%
28052,5119197,11,4385333,62,9.70%,73.32%,14.2%
27479,6712732,25,3074208,144,8.10%,33.17%,53.9%
14102,683842,48,468295,495,13.00%,10.18%,4.5%
27407,2842825,23,2991760,188,7.90%,4.04%,61.6%
27998,3060131,25,4162749,223,9.30%,20.63%,46.5%
5823,298623,24,209137,18,3.70%,59.79%,45.8%
12992,678814,11,424055,93,11.80%,0.85%,80.3%
28420,7272650,47,8705186,541,5.30%,26.32%,56.1%
25760,2611066,47,1866645,351,5.20%,1.42%,81.9%
6040,345754,11,213661,116,7.70%,26.30%,63.9%
11953,312951,23,385093,251,2.70%,87.09%,47.9%
25484,3025317,31,1765219,171,5.20%,64.37%,56.6%
23990,1592656,23,1352098,254,8.00%,6.39%,6.6%
7758,592721,23,257902,238,12.00%,76.40%,7.2%
3702,230377,22,157230,53,6.90%,0.81%,4.2%
26886,3239984,24,2507628,282,2.30%,33.71%,65.4%
906,166279,11,74781,15,10.80%,8.00%,42.9%
3964,257650,11,163262,56,7.90%,28.11%,18.4%
24728,1560481,23,1531197,152,5.40%,81.29%,62.9%
25879,1877454,23,1921191,273,6.70%,0.00%,28.5%
11462,1092563,22,369634,255,9.20%,10.78%,51.0%
19770,634699,22,802612,19,12.50%,93.83%,22.1%
21483,1084268,24,969519,13,4.00%,7.03%,8.3%
3516,583546,35,151448,183,7.20%,2.24%,25.6%
7021,384842,22,238798,217,9.30%,78.13%,40.9%
19334,1868907,23,769683,184,10.10%,0.00%,40.4%
17745,653678,35,657197,45,5.20%,36.61%,56.2%
6781,271475,23,232262,65,2.50%,17.40%,47.5%
7489,530131,36,250989,52,3.00%,90.51%,65.1%
16958,1074464,34,609689,258,9.20%,97.79%,62.7%
22735,1916290,48,1130393,510,12.30%,73.14%,56.8%
6665,368503,11,229120,28,3.70%,0.00%,64.6%
21964,801732,12,1025951,92,8.00%,0.01%,45.0%
1646,161754,22,101929,77,3.70%,3.59%,32.2%
18951,827246,23,738388,245,4.60%,7.82%,62.7%
19287,1355115,24,766415,185,5.60%,60.44%,77.2%
13795,306164,11,455350,49,11.50%,83.87%,55.8%
12031,411863,45,387858,259,7.80%,15.68%,86.0%
22920,5347689,23,1161186,12,4.80%,8.38%,67.7%
23846,1681891,35,1326459,318,11.80%,4.66%,32.1%
3790,157984,23,158863,42,4.10%,0.07%,75.8%
18658,621000,12,716519,9,4.90%,5.39%,31.2%
20132,750077,12,834661,21,6.50%,0.02%,25.1%
22704,2115246,48,1125492,88,5.60%,1.31%,45.6%
26802,3860858,46,2439760,163,5.70%,21.91%,44.2%
20247,676552,20,845219,1,5.20%,8.49%,89.4%
27324,2588317,23,2904787,138,10.40%,1.74%,69.8%
12910,1088541,41,420787,408,5.30%,70.25%,35.5%
21499,1095831,34,970776,15,8.80%,0.00%,44.9%
22824,801607,12,1143716,37,4.30%,9.73%,18.9%
11082,510650,24,356186,127,9.00%,8.41%,78.8%
2700,167787,12,130333,42,7.80%,22.53%,65.2%
13863,526989,23,457738,274,7.00%,0.69%,66.9%
28112,7635246,45,4611060,342,8.00%,0.10%,24.1%
19983,1253940,30,822093,5,12.60%,46.40%,95.1%
6754,501852,22,231508,67,8.60%,9.67%,14.9%
24805,1219754,22,1551557,119,12.10%,0.78%,69.6%
24913,1304339,23,1581596,137,7.70%,91.88%,33.6%
7924,316219,35,261923,58,13.00%,0.53%,36.3%
20740,985104,23,888705,66,3.80%,16.51%,75.9%
4579,172437,11,178721,114,12.90%,83.50%,41.0%
3648,230000,11,155596,13,13.00%,5.07%,27.7%
19180,837175,12,758246,80,7.70%,99.75%,52.1%
16793,848989,24,599508,273,6.10%,39.15%,43.6%
12010,364984,47,387104,289,11.30%,9.77%,93.3%
16184,542197,34,564568,16,5.50%,21.61%,55.3%
6500,457109,23,224596,179,10.90%,14.21%,85.0%
5815,203104,12,208760,138,8.10%,3.51%,58.3%
26906,2310683,45,2518940,345,5.40%,0.00%,14.2%
16976,740525,36,610820,300,8.00%,0.60%,61.7%
3463,365863,11,150317,13,6.10%,33.36%,15.4%
28137,4826858,48,4769923,382,6.40%,31.99%,76.3%
14531,952552,23,487399,248,3.10%,23.78%,67.6%
6889,1286366,35,235153,323,2.30%,62.94%,71.9%
9678,916104,23,310689,272,3.10%,1.16%,82.2%
23554,3174754,57,1265628,637,4.10%,0.31%,74.4%
23471,1301574,12,1252557,31,3.70%,15.41%,44.7%
24972,2414120,35,1596552,17,9.20%,99.23%,80.6%
27224,3758929,45,2798459,231,7.50%,6.89%,45.9%
16553,842454,23,584929,9,7.90%,9.96%,71.5%
20430,1136301,23,861432,231,3.80%,0.01%,32.5%
26215,1959650,19,2092497,61,9.80%,0.04%,45.1%
10248,320366,23,327404,41,11.60%,0.45%,49.4%
16710,1053098,23,594230,7,4.10%,0.01%,37.8%
7004,178093,13,238421,151,10.60%,60.21%,35.0%
12110,343617,23,390749,33,3.20%,2.99%,31.4%
7669,1004082,25,255891,213,9.00%,1.08%,47.1%
10403,462514,11,333814,2,9.10%,7.51%,65.5%
22831,1084393,11,1144973,59,12.90%,14.90%,58.8%
6991,230251,22,238044,172,6.20%,21.75%,63.9%
6133,250612,13,215672,92,2.60%,0.55%,14.0%
21916,2020230,49,1020672,207,2.70%,3.65%,50.2%
11567,580530,23,373279,98,3.70%,0.14%,28.9%
7772,232765,12,258781,88,4.60%,0.08%,85.6%
16974,1057497,23,610443,244,9.70%,18.66%,46.9%
22048,835038,36,1038519,108,8.30%,43.09%,54.6%
17678,851503,23,653552,145,9.50%,6.52%,5.6%
1328,369634,11,90995,28,3.90%,0.08%,15.6%
18524,801858,37,707470,149,9.00%,12.52%,71.4%
10748,330169,11,345628,23,2.30%,86.19%,86.4%
20674,695027,21,883803,14,2.90%,1.44%,29.4%
4794,825989,23,184000,113,7.20%,15.83%,26.8%
5935,216426,11,211650,130,7.40%,28.55%,6.8%
27627,3183678,47,3301317,302,8.60%,20.23%,70.3%
17591,1786208,23,647770,12,12.80%,0.05%,63.1%
16786,1005087,23,599131,85,4.00%,0.89%,54.3%
15735,1163197,23,541066,145,4.40%,14.87%,15.5%
21353,767798,45,954940,62,2.20%,77.73%,51.6%
12198,1716454,47,393514,94,2.60%,1.09%,5.9%
22795,863945,33,1139317,38,2.80%,0.72%,38.5%
21697,946519,12,994279,49,3.90%,18.38%,23.0%
13356,1046437,35,437880,104,8.70%,11.29%,46.6%
21732,916481,34,999180,394,4.00%,0.24%,30.5%
529,378055,11,58443,75,13.00%,6.44%,90.8%
22667,1840000,47,1118956,184,7.80%,23.80%,35.7%
22041,1549169,33,1037388,259,11.20%,0.04%,74.9%
4540,164142,11,177842,114,7.40%,12.95%,39.3%
14172,632940,22,471563,84,6.50%,0.62%,65.8%
13093,1049454,23,427322,85,12.90%,97.86%,43.3%
25785,2224967,35,1876448,346,9.80%,0.15%,27.8%
5367,941617,44,198202,343,4.90%,41.38%,48.1%
3338,164268,22,147049,108,7.70%,43.20%,74.3%
4758,786902,11,183120,20,2.40%,41.49%,65.2%
7394,584552,23,248978,133,10.30%,0.10%,49.1%
7780,250863,23,258781,264,4.70%,0.46%,44.9%
19019,1726383,31,745301,153,11.20%,0.00%,66.0%
25427,1875568,22,1741213,79,9.70%,34.86%,32.4%
16579,759628,35,586437,67,6.00%,62.48%,54.9%
16570,651290,23,586060,203,11.20%,7.14%,57.8%
14897,518443,24,502481,181,8.00%,14.52%,81.8%
6674,307295,12,229497,102,7.60%,90.69%,46.5%
1736,147929,11,103940,76,5.60%,23.57%,39.5%
4437,342989,23,175831,163,8.10%,57.82%,68.6%
21288,985355,35,945891,269,3.50%,34.24%,45.3%
24164,1220131,21,1389929,47,10.80%,1.72%,65.9%
14509,390874,23,486142,44,8.80%,22.74%,38.5%
24859,1787087,12,1566514,15,9.40%,1.29%,53.8%
13437,1472000,33,440645,116,12.50%,26.13%,70.8%
19255,1154776,24,764404,170,7.10%,95.62%,92.1%
8997,569847,35,292842,278,4.50%,57.93%,17.1%
25883,1687421,35,1925213,97,12.20%,76.39%,60.3%
8518,383836,12,279016,92,11.50%,0.11%,7.1%
8146,994907,12,268459,103,5.00%,42.01%,51.8%
4414,298120,22,175077,116,10.60%,4.44%,27.4%
19969,1047443,47,821213,419,8.00%,22.86%,86.2%
26745,1821273,23,2403186,8,2.80%,86.44%,42.5%
4830,266448,23,184754,102,12.60%,43.49%,81.6%
3517,340350,22,151448,159,8.30%,82.28%,72.0%
6523,262552,21,224973,102,7.00%,92.03%,70.1%
17227,587568,23,625022,91,8.20%,26.06%,65.4%
4454,202224,22,176333,33,7.60%,1.74%,43.4%
17668,786650,23,653049,224,4.20%,0.76%,19.0%
7912,408470,21,261923,12,6.10%,0.02%,53.3%
10473,635202,23,336328,248,6.50%,29.05%,86.7%
5922,266322,22,211148,37,6.10%,15.88%,59.5%
6892,333689,22,235153,245,9.70%,76.11%,66.3%
10948,473197,23,352164,228,4.00%,16.42%,86.2%
12267,424557,24,396781,168,5.90%,23.23%,60.5%
4602,174448,34,179098,238,3.00%,7.34%,35.9%
25432,1742973,27,1741967,280,9.00%,0.25%,54.9%
20749,784011,22,889836,252,3.10%,39.22%,19.0%
18565,516180,22,710361,216,9.70%,15.87%,45.6%
15605,450322,23,534907,210,8.20%,22.64%,91.0%
19471,577765,24,780995,11,12.70%,29.84%,63.3%
27671,2538295,22,3414557,242,8.50%,75.09%,30.2%
18452,736377,13,702694,20,9.60%,4.61%,52.1%
17710,673536,21,655186,243,6.50%,12.65%,41.3%
11577,711366,23,373656,246,11.00%,15.76%,61.5%
8195,287563,22,269716,130,12.10%,0.35%,33.6%
21531,1038645,24,973541,96,5.60%,23.31%,22.9%
6081,414126,31,214415,140,8.40%,94.98%,49.2%
13149,425186,11,429333,66,8.90%,1.77%,59.3%
11210,314459,22,361087,129,9.20%,6.31%,56.8%
28255,4891333,24,5532317,265,8.50%,1.63%,68.9%
3146,417393,23,142148,213,6.40%,16.92%,30.6%
17038,904164,35,614967,361,11.60%,0.54%,15.2%
17614,622885,24,649907,33,8.60%,0.09%,88.0%
21470,1866016,23,968639,187,4.80%,13.03%,81.6%
414,173066,11,50776,57,11.90%,0.10%,66.4%
4792,154716,21,184000,213,10.20%,40.81%,45.6%
4079,479858,31,166153,316,12.70%,91.36%,37.8%
27299,3478404,23,2874749,91,2.80%,5.33%,45.7%
25259,1255197,24,1681514,224,6.80%,0.00%,30.3%
155,190787,22,31295,261,4.50%,2.52%,75.3%
28074,4972902,57,4477836,148,5.70%,3.55%,40.2%
10428,388863,23,334694,269,4.80%,9.02%,53.4%
21913,845219,12,1020295,27,8.50%,0.38%,38.2%
2638,268333,12,128322,95,10.70%,1.34%,89.2%
21092,708098,23,926033,44,4.10%,0.60%,31.1%
6749,372902,23,231508,99,12.60%,0.24%,48.0%
17162,1176016,23,621000,198,2.20%,5.06%,66.2%
21594,883301,19,981333,148,11.10%,0.06%,60.7%
8318,238923,12,273361,142,6.00%,22.27%,81.6%
7948,1674350,60,262803,533,8.40%,0.94%,32.4%
27095,4060820,13,2672902,127,3.50%,11.95%,76.7%
11126,600388,23,357820,176,2.30%,8.63%,51.9%
6658,311317,11,229120,32,6.00%,11.12%,58.1%
9821,394770,21,314333,200,12.90%,1.30%,75.5%
18042,840694,23,675044,98,3.60%,0.02%,52.8%
8890,235027,36,289574,424,2.80%,7.05%,59.9%
21561,816060,36,977186,230,10.00%,6.16%,96.2%
5358,155596,23,198202,109,5.20%,31.54%,58.6%
11622,382705,34,375290,155,4.60%,7.29%,42.2%
825,196945,23,71514,51,10.80%,9.40%,47.7%
2511,362470,23,125055,247,8.60%,0.07%,53.0%
1232,843082,35,86973,262,8.90%,3.58%,24.2%
6061,492929,35,214038,250,5.80%,25.40%,54.8%
9720,359956,12,311945,112,5.40%,26.62%,47.0%
20393,887197,34,858667,152,4.00%,9.58%,47.7%
26045,1411421,11,2003137,123,6.30%,26.91%,90.0%
23436,1131525,48,1248913,58,10.00%,0.96%,81.9%
17004,1143339,23,612454,153,2.20%,47.46%,78.2%
4523,424683,34,177842,235,8.50%,97.65%,77.4%
25915,3275049,23,1936525,253,8.20%,84.41%,32.7%
27648,2441645,48,3354481,216,3.40%,20.37%,64.6%
21336,1665929,22,953306,181,6.70%,0.52%,65.4%
19839,1901836,23,809525,69,11.90%,0.00%,52.1%
8653,935710,48,283038,464,2.30%,58.01%,85.2%
9481,298623,11,306667,127,11.00%,12.39%,8.8%
5320,266951,24,197448,213,7.70%,0.43%,65.5%
249,202098,23,38585,4,5.20%,3.60%,14.9%
27853,3403246,35,3760186,76,4.20%,26.63%,95.3%
20688,1434923,47,884557,193,7.30%,34.56%,64.6%
2083,211525,11,113743,14,7.60%,1.57%,4.1%
10257,658579,23,327781,162,3.90%,6.62%,32.7%
3994,178973,21,164142,233,6.00%,2.29%,81.6%
9516,503361,35,307421,174,7.40%,1.88%,41.2%
21807,1542508,23,1005213,8,7.60%,7.15%,57.9%
15234,541945,48,517814,490,3.70%,75.23%,39.9%
24405,2045869,22,1443470,108,2.80%,0.80%,35.4%
25278,3746109,22,1687546,124,2.10%,9.48%,16.1%
23411,1608115,12,1244011,24,11.10%,0.05%,64.6%
279,442153,24,40973,203,8.40%,4.87%,56.3%
25864,1579710,48,1915410,110,4.80%,2.58%,79.2%
20464,1158421,24,866333,11,11.80%,10.12%,20.1%
27067,3402240,46,2644120,301,12.70%,13.71%,44.0%
28138,4273727,45,4771934,326,3.80%,0.34%,63.1%
21517,1753907,24,972284,168,7.60%,5.75%,38.1%
7708,288568,11,256645,84,8.00%,5.58%,66.9%
13508,475208,33,443913,72,9.80%,2.53%,83.2%
26914,3851180,13,2525475,80,9.00%,87.86%,84.4%
8034,389115,23,265191,250,3.40%,57.91%,83.5%
11611,1349710,24,374913,66,9.90%,0.41%,12.0%
27066,2328656,23,2641607,77,7.10%,3.30%,62.7%
7455,243825,21,250235,208,11.20%,65.93%,16.1%
19904,710235,35,815557,255,8.50%,83.33%,41.4%
1365,150568,23,91749,122,8.40%,38.04%,70.6%
17318,644251,12,630301,48,7.40%,78.92%,77.3%
15133,508137,23,513792,248,11.20%,73.71%,40.9%
13610,874377,11,447180,131,12.90%,62.55%,77.2%
15484,904164,25,529628,259,7.90%,0.00%,82.5%
25654,3372202,24,1835475,27,6.20%,0.05%,87.0%
8508,298874,23,278639,199,9.10%,92.20%,25.7%
26827,3386656,47,2455219,400,6.60%,0.00%,30.5%
7615,328536,11,254257,102,12.10%,20.07%,75.8%
345,373404,22,45874,183,10.50%,24.74%,54.6%
7436,553131,23,250235,259,7.70%,5.27%,28.8%
20483,1216738,13,868344,155,8.30%,95.09%,31.2%
24540,1101863,23,1476399,161,2.70%,4.80%,33.1%
27041,4152945,33,2616093,110,9.10%,1.24%,34.5%
27951,3197503,48,4003508,293,5.60%,0.00%,89.8%
20572,879279,23,875257,86,3.90%,12.68%,44.0%
615,206749,23,63344,13,2.20%,35.88%,20.6%
13460,401055,21,441525,200,8.20%,18.01%,14.2%
6713,231634,11,230251,54,8.00%,4.90%,12.0%
3417,238923,12,149060,98,3.50%,2.67%,88.3%
25425,1880219,35,1741213,135,5.60%,3.03%,30.4%
12871,309809,35,419530,348,8.60%,17.53%,74.4%
2165,168918,23,116131,69,8.30%,97.80%,79.2%
8497,1107519,12,278639,115,11.80%,13.09%,27.1%
5122,527869,47,191667,119,8.80%,3.71%,57.1%
7647,502481,23,255011,245,5.10%,38.96%,30.9%
5723,728585,23,206372,130,2.50%,91.67%,23.2%
10281,836044,11,329038,9,8.30%,77.66%,88.7%
4211,267202,33,169421,102,11.10%,32.48%,42.4%
2973,198705,12,137749,28,5.30%,35.65%,74.7%
6184,238672,11,217306,110,4.00%,0.35%,29.4%
20808,899137,35,898005,193,3.70%,68.89%,48.4%
25767,2959333,16,1869536,73,2.60%,18.79%,46.8%
2807,150317,12,133224,139,6.70%,12.75%,65.6%
19149,1326585,57,755104,74,12.20%,4.48%,53.9%
2815,207503,12,133601,35,4.20%,3.90%,33.0%
18678,857410,24,717650,169,2.80%,7.64%,47.6%
20502,713754,23,869978,226,5.20%,18.38%,55.3%
10937,567333,21,351787,27,7.70%,31.37%,92.6%
26953,1867650,27,2548224,152,11.50%,0.03%,57.3%
19311,613585,35,768426,371,3.80%,5.41%,62.8%
438,645005,13,52410,86,4.50%,1.54%,69.8%
19877,801355,23,813546,103,10.90%,2.05%,61.2%
25751,1970710,13,1862623,44,3.70%,49.30%,83.5%
3734,1624077,13,157984,102,5.70%,2.05%,30.9%
2753,383082,35,131590,80,7.10%,0.00%,58.5%
11199,600137,33,360710,205,10.30%,26.96%,60.9%
15117,399546,22,513415,17,12.80%,36.00%,24.4%
27819,3085770,22,3680628,234,11.40%,0.00%,46.7%
8887,374536,13,289574,83,7.20%,38.81%,16.7%
5283,1020923,48,196568,332,2.50%,4.78%,52.8%
17251,601016,13,626656,99,8.50%,3.07%,37.9%
3618,310311,12,154339,99,10.40%,1.36%,50.8%
1634,969645,24,101552,207,2.20%,25.74%,75.3%
21655,1084268,38,989000,353,12.50%,1.45%,6.2%
19767,2308798,23,802109,23,2.30%,73.27%,47.9%
22845,1264120,11,1147361,106,3.10%,0.58%,91.1%
19519,601142,35,784262,127,5.90%,4.49%,33.7%
8517,261546,22,279016,77,6.20%,3.83%,32.2%
7759,1217617,35,258279,284,7.40%,19.37%,75.6%
5102,166530,11,191290,101,7.70%,5.23%,81.4%
19900,1018033,36,815557,278,7.10%,44.06%,40.9%
2503,151322,12,124678,106,2.90%,24.50%,24.2%
26623,3189208,30,2323251,174,7.90%,16.40%,8.9%
4342,238923,11,173066,116,12.60%,7.63%,59.3%
8689,480486,12,283918,70,9.50%,0.58%,47.2%
22156,1038645,21,1051967,240,11.60%,0.71%,78.6%
10678,832902,35,343617,180,2.00%,0.88%,75.9%
13879,591842,22,458492,89,10.20%,38.02%,37.1%
8927,619240,23,290831,159,10.20%,3.70%,4.0%
14933,664361,22,503989,168,5.20%,8.05%,73.6%
15889,438383,22,549486,74,12.20%,47.31%,58.5%
11854,622634,11,382202,103,2.60%,11.68%,58.6%
14431,751208,23,482497,257,5.90%,17.82%,82.5%
24754,1250546,36,1538486,101,11.40%,32.00%,63.7%
4340,419530,13,173066,106,12.30%,0.01%,52.7%
18759,1053475,48,722552,429,10.90%,1.83%,66.6%
2,438760,12,2891,120,7.50%,62.47%,30.3%
19923,796202,12,816814,31,10.20%,24.58%,44.5%
3058,159617,24,139760,42,10.70%,1.45%,72.4%
8272,766918,35,271727,96,2.10%,44.59%,19.6%
28379,6274601,36,7316137,51,6.20%,0.28%,79.3%
16276,579022,13,569470,82,12.90%,0.00%,43.6%
16256,696787,12,568213,60,2.80%,14.47%,33.5%
6675,644126,23,229497,51,6.00%,62.89%,86.5%
16968,878525,47,610443,357,10.30%,51.92%,59.8%
16779,1246399,11,598628,117,6.90%,7.63%,43.6%
22516,1041033,23,1097087,128,10.70%,95.68%,56.4%
1354,191290,11,91372,23,8.60%,40.43%,53.5%
24674,2668628,48,1517874,37,5.70%,21.58%,60.6%
11571,1009109,35,373279,182,5.60%,82.81%,36.4%
