ID,OriginalAmount,Term,YearlyInterestRate,CurrentInstallment,PD
16792,2716,23,6%,19,7.26%
16793,3759,20,21%,17,42.69%
16794,4056,11,20%,1,1.78%
16795,25492,22,15%,1,5.86%
16796,6407,34,23%,6,0.25%
16797,5463,34,8%,31,3.56%
16798,4378,23,10%,6,13.92%
16799,5440,38,13%,10,2.73%
16800,1915,23,16%,15,8.31%
16801,9162,12,22%,3,0.39%
16802,3216,48,21%,34,33.55%
16803,1213,12,19%,7,0.46%
16804,4224,19,6%,2,23.15%
16805,7962,47,26%,17,89.92%
16806,11624,48,9%,39,2.58%
16807,7324,35,29%,4,50.15%
16808,5758,11,26%,2,83.54%
16809,11632,35,23%,10,5.88%
16810,49603,22,13%,12,52.36%
16811,17644,11,7%,2,24.89%
16812,3385,35,27%,20,4.90%
16813,2151,11,10%,8,82.22%
16814,3802,22,32%,16,64.30%
16815,2158,58,32%,20,7.44%
16816,9160,30,8%,8,50.59%
16817,2638,22,22%,18,7.09%
16818,3409,23,32%,9,15.22%
16819,8056,35,26%,11,36.73%
16820,4967,11,6%,9,8.02%
16821,1496,47,24%,2,0.31%
16822,9914,19,8%,5,0.73%
16823,4061,23,24%,10,39.59%
16824,6165,47,14%,45,32.03%
16825,7263,36,30%,11,64.44%
16826,13189,23,11%,15,54.93%
16827,2094,21,5%,8,15.69%
16828,5459,19,8%,15,76.39%
16829,10226,24,14%,6,19.88%
16830,14809,23,28%,11,51.15%
16831,5215,34,16%,21,1.32%
16832,9534,11,26%,6,1.52%
16833,7833,34,5%,21,25.54%
16834,4619,22,25%,5,1.81%
16835,13328,23,10%,5,93.88%
16836,13061,60,14%,28,27.00%
16837,1616,21,7%,19,4.89%
16838,13059,23,22%,2,9.00%
16839,27654,23,25%,4,93.58%
16840,5951,31,31%,17,4.21%
16841,4797,11,5%,7,10.28%
16842,1228,12,17%,2,8.36%
16843,7196,11,11%,1,1.40%
16844,1841,23,23%,7,56.10%
16845,5088,33,9%,11,12.34%
16846,3802,22,13%,3,0.00%
16847,9186,35,8%,3,11.00%
16848,3038,24,28%,16,99.00%
16849,8152,34,12%,5,73.24%
16850,5461,22,31%,14,18.97%
16851,22494,34,13%,11,0.00%
16852,13520,23,13%,12,57.97%
16853,9339,23,27%,17,0.00%
16854,6331,23,21%,19,0.00%
16855,15695,23,11%,6,42.71%
16856,2301,11,13%,4,5.60%
16857,3228,13,16%,5,0.00%
16858,20973,24,8%,12,0.53%
16859,4768,65,10%,26,27.65%
16860,5153,21,20%,15,0.00%
16861,13356,23,14%,3,51.66%
16862,2857,11,7%,6,38.17%
16863,11248,44,13%,24,43.91%
16864,19537,23,9%,12,2.68%
16865,4410,24,9%,5,4.33%
16866,13632,24,19%,7,4.75%
16867,5291,11,11%,2,2.88%
16868,7129,35,20%,30,71.37%
16869,3799,34,23%,25,94.94%
16870,20810,47,11%,30,0.86%
16871,8933,12,18%,9,0.21%
16872,3851,23,31%,12,68.49%
16873,7530,46,8%,11,13.20%
16874,5445,23,20%,19,0.17%
16875,3568,11,13%,2,1.03%
16876,8224,11,8%,5,0.00%
16877,3087,47,6%,20,28.00%
16878,2098,23,32%,1,5.22%
16879,12547,22,9%,4,22.65%
16880,2575,23,31%,1,6.63%
16881,1689,31,11%,11,0.33%
16882,1989,23,23%,1,24.84%
16883,4773,47,16%,22,62.31%
16884,2177,23,7%,7,2.21%
16885,15115,24,14%,20,0.00%
16886,8434,22,28%,1,58.16%
16887,3040,46,16%,8,0.20%
16888,2996,23,26%,6,50.96%
16889,5098,23,13%,6,23.75%
16890,19854,36,25%,25,20.47%
16891,2736,47,15%,17,25.42%
16892,1537,22,14%,10,24.99%
16893,10545,24,9%,6,0.01%
16894,17423,35,30%,8,3.10%
16895,1716,23,24%,10,19.83%
16896,15299,60,6%,54,11.98%
16897,1424,11,20%,2,98.70%
16898,3635,44,17%,40,18.78%
16899,14737,23,10%,16,58.56%
16900,4699,34,31%,10,0.33%
16901,7229,23,22%,12,13.95%
16902,15336,23,29%,10,34.21%
16903,1961,22,19%,14,84.28%
16904,5601,47,5%,26,49.41%
16905,11306,47,32%,23,91.79%
16906,5166,11,27%,6,48.73%
16907,1263,15,22%,13,1.63%
16908,12505,48,29%,37,0.26%
16909,5137,23,26%,14,0.01%
16910,4637,34,31%,32,4.04%
16911,15563,22,17%,17,11.05%
16912,5129,34,14%,6,2.43%
16913,1782,32,31%,12,2.32%
16914,1304,22,16%,4,47.27%
16915,2824,22,17%,4,29.50%
16916,5591,47,12%,45,92.49%
16917,6168,23,25%,16,0.03%
16918,1578,23,5%,21,49.24%
16919,8459,21,8%,17,6.22%
16920,4295,22,19%,16,0.47%
16921,5947,22,8%,2,3.46%
16922,8522,23,32%,1,27.45%
16923,1423,24,9%,1,19.15%
16924,1755,22,11%,7,4.82%
16925,5059,40,15%,3,23.76%
16926,6136,22,11%,14,0.00%
16927,22338,23,32%,9,0.18%
16928,2874,59,15%,1,21.22%
16929,5598,23,21%,19,47.47%
16930,9594,47,8%,29,12.52%
16931,3011,23,21%,4,62.75%
16932,80191,35,31%,8,0.00%
16933,6904,46,20%,34,2.09%
16934,3170,24,17%,14,0.33%
16935,1810,22,15%,16,12.58%
16936,2646,23,20%,9,17.50%
16937,8549,23,13%,2,20.81%
16938,2197,23,30%,4,0.00%
16939,4227,22,20%,18,43.58%
16940,8397,35,7%,15,16.51%
16941,4558,17,25%,5,0.09%
16942,15056,22,15%,20,54.61%
16943,1791,22,31%,4,9.05%
16944,6254,23,5%,15,0.01%
16945,2137,36,31%,4,72.56%
16946,4008,21,7%,15,0.00%
16947,18350,33,8%,27,80.67%
16948,11430,22,12%,1,1.12%
16949,3701,22,29%,16,31.02%
16950,1847,22,31%,13,94.91%
16951,8642,23,16%,2,1.02%
16952,6397,23,9%,9,0.06%
16953,4077,35,23%,32,17.32%
16954,1999,23,16%,10,7.59%
16955,1766,36,12%,10,0.00%
16956,5249,23,11%,9,49.05%
16957,2664,23,32%,7,0.01%
16958,2232,24,24%,7,30.51%
16959,1869,20,31%,2,99.12%
16960,8045,46,12%,34,75.92%
16961,7710,34,28%,32,0.94%
16962,2788,22,13%,19,16.86%
16963,8935,34,11%,27,44.83%
16964,4628,47,17%,16,24.58%
16965,3997,13,13%,4,9.39%
16966,7359,18,14%,14,40.57%
16967,4421,22,15%,2,12.17%
16968,12517,36,22%,29,0.13%
16969,4821,22,8%,3,35.08%
16970,5656,47,23%,31,85.44%
16971,3525,24,30%,16,4.65%
16972,4001,22,9%,8,95.72%
16973,7077,18,25%,11,1.81%
16974,2539,23,14%,17,47.17%
16975,5737,23,23%,20,36.99%
16976,10697,22,18%,5,0.24%
16977,5285,58,23%,46,19.80%
16978,9205,35,31%,5,1.58%
16979,4127,17,6%,5,2.75%
16980,7894,23,13%,10,6.52%
16981,1918,23,5%,17,3.42%
16982,2908,34,29%,17,5.96%
16983,2181,23,31%,4,0.00%
16984,9096,24,21%,20,22.33%
16985,7880,23,7%,10,67.97%
16986,3430,20,13%,6,7.52%
16987,2715,19,21%,14,0.10%
16988,2177,36,17%,30,35.95%
16989,5385,22,7%,10,1.42%
16990,5460,58,31%,41,47.91%
16991,3372,23,27%,18,52.77%
16992,15992,34,17%,16,69.46%
16993,5727,23,31%,1,3.89%
16994,4987,22,19%,17,2.40%
16995,12693,21,15%,8,0.34%
16996,12914,22,24%,17,66.63%
16997,1949,23,20%,11,30.32%
16998,4610,35,13%,25,43.57%
16999,3704,23,21%,16,19.10%
17000,1835,23,5%,11,20.55%
17001,3247,46,8%,26,0.95%
17002,13444,57,29%,50,26.54%
17003,1646,17,24%,1,2.81%
17004,1278,22,11%,12,0.00%
17005,20810,47,9%,17,0.82%
17006,15737,24,19%,14,20.58%
17007,5415,23,13%,12,6.92%
17008,1416,12,25%,9,6.31%
17009,3340,21,25%,5,76.55%
17010,3418,35,18%,29,0.07%
17011,10769,60,5%,3,83.06%
17012,13496,24,5%,10,14.52%
17013,1578,22,32%,13,28.42%
17014,6215,36,14%,18,0.26%
17015,6995,47,22%,12,10.08%
17016,20187,22,12%,11,92.16%
17017,4702,58,20%,56,26.71%
17018,109093,23,9%,20,0.05%
17019,9547,31,18%,17,12.38%
17020,1532,22,8%,19,4.20%
17021,3185,34,24%,17,1.29%
17022,2857,46,18%,17,18.62%
17023,10615,21,27%,10,4.40%
17024,4835,22,11%,19,52.36%
17025,1959,23,14%,11,26.02%
17026,6931,35,21%,15,34.81%
17027,4023,29,8%,5,23.00%
17028,6108,59,21%,57,0.13%
17029,3318,23,21%,12,4.91%
17030,3489,11,17%,6,4.76%
17031,7521,22,28%,6,44.52%
17032,4856,22,21%,3,15.78%
17033,4943,46,6%,38,15.16%
17034,5701,21,16%,12,56.55%
17035,3361,23,20%,12,0.14%
17036,3807,23,21%,13,9.06%
17037,7707,35,13%,2,17.02%
17038,3384,23,22%,16,6.69%
17039,2051,34,14%,24,0.96%
17040,2756,34,16%,32,0.01%
17041,1941,23,30%,2,36.30%
17042,10574,35,7%,26,6.30%
17043,5575,47,20%,24,0.09%
17044,39009,47,27%,37,10.66%
17045,8016,35,30%,10,20.59%
17046,1670,23,25%,20,14.43%
17047,16387,35,7%,17,2.15%
17048,1758,47,18%,21,3.16%
17049,1596,23,32%,8,43.90%
17050,2884,48,30%,37,14.24%
17051,2159,21,18%,1,2.14%
17052,2359,22,25%,7,1.30%
17053,7860,21,16%,14,23.38%
17054,2586,11,17%,3,24.75%
17055,6215,23,26%,16,17.51%
17056,8005,47,26%,15,0.31%
17057,11992,19,18%,7,1.07%
17058,9889,19,30%,10,3.01%
17059,2135,35,7%,24,21.40%
17060,3438,24,13%,14,6.60%
17061,2036,48,5%,33,0.84%
17062,4372,12,23%,10,22.07%
17063,3465,34,29%,5,36.18%
17064,5652,23,19%,1,96.61%
17065,6222,37,7%,34,5.50%
17066,2969,23,6%,16,0.10%
17067,1997,12,26%,7,7.60%
17068,29409,21,17%,4,1.23%
17069,18345,23,20%,2,62.15%
17070,3190,35,29%,2,53.03%
17071,8076,47,20%,8,0.29%
17072,8111,35,24%,7,2.89%
17073,10297,36,30%,24,0.11%
17074,1738,23,9%,12,42.38%
17075,6069,23,29%,4,1.00%
17076,8503,48,8%,26,18.95%
17077,6458,47,14%,37,0.22%
17078,4629,35,27%,19,0.06%
17079,3409,23,26%,18,0.34%
17080,6835,47,24%,9,9.51%
17081,32878,24,10%,18,30.70%
17082,3196,24,29%,8,10.50%
17083,5360,13,6%,3,0.02%
17084,4398,22,8%,8,96.49%
17085,2681,51,15%,7,22.04%
17086,7073,34,16%,27,35.14%
17087,12207,29,10%,26,28.00%
17088,16269,36,7%,19,8.68%
17089,6196,23,10%,11,50.16%
17090,1711,46,12%,43,23.79%
17091,20547,22,11%,14,42.24%
17092,1212,12,5%,1,47.92%
17093,16630,32,23%,13,66.14%
17094,7045,35,24%,28,36.21%
17095,1578,23,28%,21,57.75%
17096,10275,43,16%,26,5.76%
17097,3164,36,32%,12,0.00%
17098,2267,11,29%,2,39.75%
17099,5940,23,8%,17,23.96%
17100,3845,24,5%,5,3.07%
17101,7637,32,26%,24,15.48%
17102,13235,24,7%,19,16.32%
17103,1325,58,16%,32,14.69%
17104,1882,11,12%,5,81.23%
17105,5017,24,21%,4,61.64%
17106,8938,20,25%,10,11.00%
17107,5992,35,14%,11,18.95%
17108,2367,22,10%,16,19.06%
17109,1716,34,20%,18,23.08%
17110,1689,13,29%,10,23.58%
17111,8092,47,28%,12,2.53%
17112,4512,22,10%,13,0.00%
17113,5251,28,14%,21,4.32%
17114,3208,18,27%,9,0.02%
17115,8846,23,14%,1,11.34%
17116,5050,11,32%,5,68.50%
17117,8150,47,19%,5,0.68%
17118,2662,17,5%,7,19.11%
17119,3141,23,17%,10,0.47%
17120,7319,24,19%,15,81.49%
17121,6495,46,6%,16,46.48%
17122,3398,34,11%,6,0.01%
17123,1288,11,7%,6,43.53%
17124,3040,22,9%,13,0.02%
17125,5528,23,8%,7,46.40%
17126,1925,46,17%,36,50.36%
17127,5431,35,27%,19,2.99%
17128,2894,22,26%,16,1.54%
17129,2287,23,18%,11,30.91%
17130,1378,21,5%,11,0.83%
17131,3056,59,23%,54,17.23%
17132,3683,11,7%,6,85.63%
17133,12673,23,19%,12,1.84%
17134,4781,59,27%,15,4.16%
17135,1386,23,14%,12,57.30%
17136,3612,33,24%,7,21.44%
17137,10181,35,13%,9,0.78%
17138,2239,22,22%,17,13.24%
17139,3562,35,25%,19,38.07%
17140,1984,16,5%,4,91.48%
17141,7816,21,28%,4,51.25%
17142,6891,47,18%,42,0.14%
17143,6203,24,18%,15,49.41%
17144,7838,11,6%,5,0.43%
17145,6194,23,22%,9,56.01%
17146,1881,20,24%,18,0.07%
17147,12697,13,19%,1,0.49%
17148,3806,23,12%,10,16.81%
17149,7564,34,32%,6,23.97%
17150,3104,22,23%,12,2.81%
17151,2309,18,24%,6,46.65%
17152,10142,23,5%,3,7.32%
17153,1177,23,24%,2,22.43%
17154,2764,51,11%,40,0.94%
17155,6796,30,15%,5,19.92%
17156,8876,47,17%,12,61.57%
17157,3726,22,17%,6,3.22%
17158,3901,11,14%,5,8.81%
17159,4703,46,5%,38,43.51%
17160,1539,22,8%,15,53.94%
17161,1238,22,29%,17,81.51%
17162,12712,23,30%,14,0.22%
17163,10216,21,30%,5,42.49%
17164,24219,23,11%,8,0.01%
17165,12501,25,26%,21,82.49%
17166,4609,23,6%,18,67.31%
17167,11237,23,9%,12,22.51%
17168,8993,25,9%,19,2.46%
17169,4724,11,31%,5,28.15%
17170,6649,53,11%,8,45.54%
17171,8116,23,12%,9,19.60%
17172,8919,22,32%,12,9.28%
17173,30736,40,31%,14,95.78%
17174,14627,23,31%,17,62.57%
17175,4972,29,31%,12,42.72%
17176,14309,24,31%,16,37.14%
17177,5811,23,20%,8,18.96%
17178,5232,22,6%,7,0.68%
17179,3012,19,28%,1,0.09%
17180,7017,35,28%,28,4.68%
17181,9932,47,24%,32,4.95%
17182,4632,47,29%,1,0.11%
17183,7801,24,10%,10,26.61%
17184,4144,56,23%,45,5.49%
17185,12658,24,30%,7,21.65%
17186,10975,23,29%,8,6.42%
17187,6726,21,10%,6,96.14%
17188,1807,35,32%,21,0.66%
17189,1779,59,29%,22,5.38%
17190,3868,35,22%,25,10.61%
17191,4193,35,8%,21,10.97%
17192,9413,58,32%,52,0.82%
17193,19042,35,22%,16,2.27%
17194,5043,47,28%,12,81.19%
17195,27073,25,15%,11,43.37%
17196,1271,11,15%,2,32.29%
17197,38774,24,9%,11,15.40%
17198,2064,47,29%,5,25.78%
17199,4919,59,6%,1,90.95%
17200,8560,47,21%,26,96.72%
17201,13157,21,15%,19,67.89%
17202,12923,35,5%,2,12.35%
17203,5831,23,13%,2,2.69%
17204,2557,23,27%,18,47.13%
17205,8984,35,21%,29,18.84%
17206,1342,24,8%,21,23.32%
17207,1968,23,18%,12,1.97%
17208,1871,23,11%,11,76.06%
17209,22309,23,6%,10,42.67%
17210,3607,35,30%,12,51.49%
17211,1780,22,17%,13,41.75%
17212,1604,20,23%,13,4.83%
17213,5675,36,7%,5,41.95%
17214,1979,22,30%,20,82.59%
17215,6949,36,23%,4,0.01%
17216,2429,22,32%,13,0.55%
17217,1464,46,6%,38,0.05%
17218,12042,11,25%,1,0.76%
17219,6215,23,20%,13,18.55%
17220,28834,20,27%,15,5.76%
17221,6966,21,6%,18,1.40%
17222,6082,35,9%,5,1.71%
17223,7775,60,26%,47,2.91%
17224,6387,31,25%,11,4.03%
17225,1874,11,6%,1,0.00%
17226,2712,23,23%,21,97.93%
17227,1789,11,25%,7,34.66%
17228,4138,12,16%,1,12.89%
17229,5173,35,31%,18,1.00%
17230,5008,20,28%,17,0.01%
17231,24454,20,26%,17,42.54%
17232,3830,23,18%,5,2.11%
17233,3768,14,30%,1,1.52%
17234,6221,36,30%,19,65.44%
17235,7661,47,7%,19,7.01%
17236,1577,23,11%,21,16.03%
17237,7732,23,8%,13,72.39%
17238,25710,45,10%,27,2.26%
17239,3489,35,29%,17,12.20%
17240,1745,13,14%,3,3.71%
17241,4516,23,13%,3,47.64%
17242,1193,11,25%,9,90.32%
17243,14454,23,27%,12,0.39%
17244,8303,11,7%,7,0.01%
17245,1559,35,23%,1,24.54%
17246,5017,47,18%,39,94.56%
17247,5091,24,24%,12,18.89%
17248,3380,23,32%,21,1.04%
17249,5092,34,23%,5,0.68%
17250,9229,22,12%,18,0.86%
17251,50271,24,5%,18,18.11%
17252,8688,36,10%,17,1.03%
17253,6662,22,12%,3,0.24%
17254,9404,23,17%,12,0.67%
17255,13960,46,32%,38,89.81%
17256,4308,24,16%,12,0.61%
17257,1511,48,22%,20,3.19%
17258,18988,17,11%,2,1.64%
17259,4121,23,22%,4,0.03%
17260,15339,28,18%,3,2.03%
17261,1810,22,11%,8,26.36%
17262,14193,31,17%,26,88.88%
17263,3763,22,15%,6,0.09%
17264,13213,35,22%,4,3.74%
17265,2255,21,14%,4,37.01%
17266,11123,22,8%,4,28.34%
17267,6848,23,20%,20,78.76%
17268,12399,59,29%,52,48.93%
17269,1566,21,18%,16,55.72%
17270,38118,55,28%,33,61.96%
17271,1241,23,32%,21,8.61%
17272,9466,46,10%,14,0.91%
17273,4476,13,19%,11,95.28%
17274,6676,19,31%,11,0.02%
17275,19129,30,24%,2,0.00%
17276,2938,12,26%,5,45.42%
17277,16122,23,18%,2,4.62%
17278,1774,48,30%,22,2.75%
17279,7205,34,12%,28,54.13%
17280,4264,34,27%,1,2.20%
17281,7914,33,13%,26,39.35%
17282,1528,36,20%,24,39.54%
17283,6531,22,14%,9,0.36%
17284,7231,36,6%,13,95.36%
17285,19647,34,20%,29,0.19%
17286,12207,34,21%,4,8.86%
17287,6429,23,26%,3,1.81%
17288,38600,47,31%,2,0.11%
17289,3235,23,31%,7,42.69%
17290,9734,49,23%,26,1.94%
17291,11733,24,11%,13,5.20%
17292,16977,23,17%,20,22.65%
17293,4283,22,23%,19,46.61%
17294,4767,23,9%,17,3.06%
17295,11248,23,21%,8,8.61%
17296,12952,37,29%,30,32.86%
17297,13374,34,30%,12,6.59%
17298,6739,23,32%,14,0.21%
17299,2749,22,13%,17,1.08%
17300,25775,45,24%,42,17.79%
17301,2136,23,7%,12,6.64%
17302,1402,13,12%,3,86.78%
17303,1856,35,25%,20,12.32%
17304,5641,30,13%,27,19.17%
17305,2934,13,22%,2,5.03%
17306,2994,36,29%,19,98.79%
17307,6494,23,25%,19,0.00%
17308,7240,23,10%,4,1.12%
17309,6683,48,6%,5,23.27%
17310,13436,35,23%,19,0.11%
17311,7451,22,25%,13,23.26%
17312,24850,23,32%,7,42.14%
17313,12257,36,7%,1,0.00%
17314,8028,24,29%,13,6.33%
17315,11107,22,25%,4,6.73%
17316,11483,23,23%,8,53.82%
17317,7973,37,13%,13,55.44%
17318,20179,22,8%,2,1.76%
17319,4943,23,30%,13,3.36%
17320,2417,23,8%,2,4.61%
17321,2645,11,19%,3,18.71%
17322,6965,46,12%,41,11.85%
17323,8287,19,18%,11,0.01%
17324,15496,48,15%,44,2.13%
17325,6087,13,19%,6,3.67%
17326,7313,43,7%,24,43.57%
17327,13419,15,13%,8,3.16%
17328,1330,13,26%,10,0.00%
17329,11067,23,10%,15,2.95%
17330,3036,35,32%,30,17.43%
17331,4202,23,12%,2,0.07%
17332,12605,25,23%,7,0.00%
17333,12234,34,26%,14,0.77%
17334,4217,34,26%,31,0.00%
17335,9832,23,12%,7,5.82%
17336,1874,23,16%,20,58.92%
17337,6895,11,13%,1,37.83%
17338,8447,35,15%,32,18.98%
17339,22261,22,22%,7,6.13%
17340,2023,19,25%,10,2.39%
17341,2352,23,16%,11,15.82%
17342,6895,23,24%,16,0.02%
17343,18141,23,16%,16,2.29%
17344,15106,23,10%,5,1.07%
17345,4696,12,14%,10,23.88%
17346,2311,22,24%,16,20.88%
17347,5641,46,25%,36,25.97%
17348,64677,23,17%,18,59.01%
17349,5538,22,15%,13,38.21%
17350,9566,35,7%,27,48.44%
17351,11805,22,12%,14,0.22%
17352,3569,63,10%,3,14.59%
17353,2463,32,25%,18,86.84%
17354,2845,23,29%,14,69.33%
17355,12754,11,7%,7,61.66%
17356,13515,23,15%,21,2.23%
17357,3213,25,30%,22,2.67%
17358,1463,20,10%,8,63.04%
17359,15627,47,21%,22,56.53%
17360,1358,54,10%,33,5.02%
17361,69939,23,19%,15,0.80%
17362,5247,29,28%,26,26.15%
17363,3126,12,25%,10,0.89%
17364,2811,35,10%,33,0.37%
17365,7320,35,32%,26,34.46%
17366,7431,23,27%,21,19.00%
17367,2208,23,11%,3,98.37%
17368,6925,23,6%,11,27.77%
17369,9234,23,21%,14,0.01%
17370,7049,11,15%,2,2.72%
17371,5325,37,13%,1,0.00%
17372,4121,22,15%,17,26.26%
17373,9210,22,10%,15,5.59%
17374,3678,12,13%,5,21.98%
17375,7235,23,29%,2,45.92%
17376,2132,24,17%,1,69.24%
17377,5707,23,22%,17,0.22%
17378,4023,23,31%,3,35.18%
17379,1591,23,9%,19,0.36%
17380,7302,11,31%,3,11.41%
17381,5345,47,26%,29,6.94%
17382,12613,19,29%,4,0.06%
17383,8160,60,20%,18,10.72%
17384,20766,24,17%,22,94.83%
17385,2309,22,27%,19,2.84%
17386,7730,42,25%,35,0.47%
17387,2154,59,10%,45,0.08%
17388,3818,19,7%,17,0.00%
17389,5874,22,31%,9,57.84%
17390,15822,33,15%,28,29.94%
17391,6699,35,27%,15,1.90%
17392,22842,35,15%,29,0.48%
17393,1349,22,12%,3,93.64%
17394,13455,47,30%,36,74.44%
17395,9687,22,19%,4,80.34%
17396,19931,30,18%,19,82.50%
17397,1278,19,30%,10,1.15%
17398,8122,59,21%,37,23.97%
17399,17996,22,16%,13,9.45%
17400,3688,23,8%,16,74.08%
17401,1520,11,13%,7,0.00%
17402,13380,38,16%,32,8.64%
17403,3389,23,6%,21,68.19%
17404,2082,23,9%,5,46.78%
17405,1710,11,25%,3,44.81%
17406,2738,12,25%,7,62.84%
17407,3335,13,13%,4,6.58%
17408,4985,24,10%,12,83.21%
17409,9592,23,8%,9,67.67%
17410,3036,11,25%,5,0.55%
17411,6389,23,17%,13,18.87%
17412,2077,12,17%,8,0.83%
17413,9777,23,10%,11,0.03%
17414,3697,60,9%,47,0.00%
17415,8980,24,14%,15,2.15%
17416,14368,37,12%,29,0.52%
17417,5567,23,7%,4,25.78%
17418,5555,23,20%,17,31.39%
17419,3699,36,25%,5,0.04%
17420,4436,22,22%,7,67.32%
17421,6113,23,27%,7,1.20%
17422,15257,20,31%,13,19.13%
17423,3385,23,32%,12,28.03%
17424,4113,11,26%,3,84.29%
17425,15571,23,22%,21,0.17%
17426,5614,23,26%,2,19.10%
17427,1262,22,5%,12,0.00%
17428,2426,22,10%,20,0.05%
17429,4794,11,10%,2,17.83%
17430,32918,23,16%,20,65.54%
17431,6031,48,14%,39,0.11%
17432,2295,17,16%,3,0.08%
17433,10527,32,23%,25,63.59%
17434,1945,23,14%,17,0.01%
17435,1494,59,11%,29,12.38%
17436,2888,24,22%,1,3.33%
17437,26818,30,12%,21,20.78%
17438,18777,35,22%,4,0.21%
17439,1836,36,28%,7,26.35%
17440,50531,13,30%,9,54.42%
17441,4692,11,20%,3,81.10%
17442,9049,47,19%,24,38.67%
17443,6035,23,11%,4,5.15%
17444,2968,23,16%,16,5.85%
17445,8089,19,7%,16,9.00%
17446,2076,21,8%,18,22.78%
17447,7335,22,24%,4,77.18%
17448,31503,22,29%,13,0.22%
17449,3005,28,28%,7,23.22%
17450,1632,46,27%,31,27.12%
17451,9867,24,6%,18,0.08%
17452,7045,31,20%,9,3.40%
17453,1296,21,32%,15,8.18%
17454,5848,24,16%,2,17.21%
17455,6371,21,12%,12,3.71%
17456,1434,23,16%,13,21.09%
17457,2214,19,15%,14,31.92%
17458,3471,59,14%,20,13.97%
17459,4353,24,30%,9,94.64%
17460,2463,11,27%,3,0.39%
17461,4821,35,26%,18,2.40%
17462,12591,22,17%,9,0.00%
17463,4067,24,17%,21,26.84%
17464,9467,13,13%,4,59.09%
17465,26822,48,24%,15,43.23%
17466,4863,23,27%,17,0.13%
17467,3139,23,13%,7,0.44%
17468,5746,11,25%,8,67.09%
17469,5055,11,19%,6,24.25%
17470,3699,17,21%,5,20.94%
17471,1448,19,29%,3,11.19%
17472,5705,23,25%,2,42.72%
17473,3985,35,19%,19,10.35%
17474,1360,13,30%,6,55.82%
17475,8896,48,15%,41,1.02%
17476,2794,24,23%,7,36.48%
17477,2138,23,9%,3,81.24%
17478,6951,24,18%,7,8.09%
17479,1604,47,8%,16,5.16%
17480,13609,11,16%,1,13.61%
17481,23031,22,18%,7,0.00%
17482,5702,24,14%,10,30.02%
17483,4325,22,25%,20,0.67%
17484,6447,48,20%,24,88.19%
17485,13427,34,9%,24,84.07%
17486,4820,23,13%,4,66.08%
17487,73362,23,30%,1,20.50%
17488,2144,23,17%,11,6.30%
17489,28106,11,17%,6,19.17%
17490,12386,23,19%,14,98.15%
17491,4729,20,21%,4,25.96%
17492,3981,47,26%,16,70.50%
17493,7445,47,26%,4,7.65%
17494,3421,36,7%,22,1.94%
17495,1786,48,30%,35,21.60%
17496,8384,58,20%,46,97.32%
17497,8107,34,30%,30,2.24%
17498,5449,24,20%,14,13.68%
17499,12685,23,11%,18,34.21%
17500,1577,23,17%,1,20.83%
17501,12257,37,8%,20,1.56%
17502,8251,21,21%,2,11.27%
17503,7658,23,28%,21,92.09%
17504,3938,12,28%,7,1.32%
17505,3933,23,28%,16,21.00%
17506,4762,22,11%,8,91.52%
17507,42551,35,20%,2,0.60%
17508,3291,35,22%,14,0.07%
17509,4369,24,19%,4,0.02%
17510,10191,36,16%,29,27.74%
17511,5080,47,23%,35,14.72%
17512,6998,22,29%,15,0.43%
17513,1749,48,10%,4,7.14%
17514,7697,23,12%,4,2.24%
17515,3473,12,12%,4,11.37%
17516,7988,35,5%,28,95.60%
17517,33003,23,7%,3,54.47%
17518,3487,30,18%,3,0.70%
17519,7896,24,23%,1,82.07%
17520,5881,28,12%,21,7.95%
17521,6223,23,27%,21,3.18%
17522,40579,39,26%,10,17.02%
17523,2781,12,7%,9,51.07%
17524,3286,22,15%,2,18.12%
17525,10644,24,12%,4,17.36%
17526,22318,25,6%,15,55.99%
17527,6739,23,24%,21,12.78%
17528,5962,22,8%,17,24.52%
17529,5424,21,29%,13,0.03%
17530,5544,36,8%,28,5.76%
17531,5474,23,21%,6,11.89%
17532,8160,45,29%,29,12.02%
17533,4748,35,24%,12,2.19%
17534,1330,16,21%,3,57.94%
17535,2443,24,30%,8,29.90%
17536,1799,11,24%,6,8.22%
17537,1700,23,12%,16,84.90%
17538,3396,22,15%,11,0.26%
17539,6235,22,22%,17,57.29%
17540,2380,22,17%,4,1.65%
17541,2014,23,22%,10,8.51%
17542,12819,24,18%,12,20.84%
17543,3221,12,25%,6,69.61%
17544,1415,24,32%,17,1.37%
17545,7158,35,22%,14,0.39%
17546,1419,23,21%,18,75.28%
17547,8559,58,22%,17,0.00%
17548,6916,23,15%,2,67.48%
17549,2029,12,16%,10,30.20%
17550,1687,12,9%,6,2.13%
17551,1667,44,16%,34,1.12%
17552,8941,24,24%,12,4.89%
17553,5047,21,9%,12,93.42%
17554,1780,23,9%,20,5.10%
17555,7329,59,15%,50,14.25%
17556,1896,23,32%,14,0.00%
17557,3529,12,31%,10,0.08%
17558,5112,47,9%,2,25.89%
17559,1919,22,19%,13,0.65%
17560,5607,23,30%,2,52.46%
17561,25321,36,10%,7,0.18%
17562,13196,32,5%,10,45.68%
17563,3812,23,16%,4,0.35%
17564,4144,17,15%,10,0.78%
17565,4137,23,30%,4,14.23%
17566,2038,22,13%,16,12.17%
